id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,review_val,rating,text_review
16625310,Lovely BedStuy apartment w/ young professionals.,6025804,Vero,Brooklyn,Bedford-Stuyvesant,40.6849,-73.9289,Private room,29,1,1,,,1,0,1,1,
14475417,Best â€œH.P TWIN Bedâ€ 5 mins to LGA airport &US OPEN,32446721,Veronica,Queens,Corona,40.74889,-73.86489,Shared room,27,1,16,6/28/2019,0.71,6,364,24,1.5,
2459916,$455 Cozy 1bd BKLYN Sublet March,12577771,Victor,Brooklyn,Bedford-Stuyvesant,40.68948,-73.93528,Private room,18,1,1,,,1,0,1,1,
34785397,Artist Room Cozy Crown Heights,230698955,Victoria,Brooklyn,Crown Heights,40.67146,-73.93483,Private room,29,5,1,5/31/2019,0.75,2,0,1.5,1.5,
21869057,Spacious 2-bedroom Apt in Heart of Greenpoint,11967922,Vishanti & Jeremy,Brooklyn,Greenpoint,40.72421,-73.95364,Entire home/apt,10,1,93,7/1/2019,4.73,1,32,344.1,3.7,
17604613,Living Room Space In NYC,29893675,Wendell,Manhattan,Harlem,40.82432,-73.9385,Shared room,25,1,9,10/22/2017,0.32,2,0,13.5,1.5,
13392143,Astoria: 2 Weeks July 1st - 14th,39175915,Wesley,Queens,Ditmars Steinway,40.77643,-73.91364,Private room,29,14,1,,,1,0,1,1,
25355282,Bed Available in Brooklyn,26996515,Will,Brooklyn,Bedford-Stuyvesant,40.68878,-73.92857,Shared room,30,1,21,9/30/2018,1.6,2,0,52.5,2.5,
30319473,Amazing Convenient Cozy Room (girl preferred),47227131,Xiao,Brooklyn,Sunset Park,40.64456,-74.00839,Private room,28,10,1,1/3/2019,0.16,1,0,1.5,1.5,
31393901,New apt so I have the basic things for the moment.,234905483,Yerriz,Bronx,Mount Hope,40.8461,-73.90883,Private room,30,2,14,6/1/2019,3.28,1,176,21,1.5,
14480047,Private Bedroom in Prime Bay Ridge Close to Subway,22565253,Yinny,Brooklyn,Fort Hamilton,40.61819,-74.03047,Private room,30,3,23,5/27/2019,0.66,4,211,57.5,2.5,
20980756,Kosher Basement Apt. for men in Crown Heights,145858413,Yosef,Brooklyn,Crown Heights,40.66423,-73.94047,Private room,25,7,1,,,1,0,1,1,
33112368,Ysa's room,249243301,Ysa,Bronx,Mount Hope,40.8477,-73.90988,Private room,24,2,2,5/1/2019,0.68,1,0,3,1.5,
14138066,Mediterranean Style Charmer 20 mins to Manhattan,35910781,Zafir,Queens,Jackson Heights,40.74935,-73.88332,Shared room,23,1,1,,,1,0,1,1,
13480134,cosy room with all confort,51329030,Zakaria,Bronx,Longwood,40.82716,-73.89911,Private room,30,1,11,11/18/2016,0.3,1,0,16.5,1.5,
12422777,Large room in 3 bedroom apartment,26819014,Zuri,Brooklyn,Cypress Hills,40.67893,-73.89423,Private room,25,1,1,,,1,0,1,1,
7556587,Sunny Room in Harlem,39608626,,Manhattan,Harlem,40.82929,-73.94182,Private room,28,1,1,8/1/2015,0.02,1,0,1.5,1.5,
